Lever_position,Ship_speed_knots,Turbine_shaft_torque_kNm,Turbine_rpm,Generator_rpm,Starboard_propeller_torque_kN,Port_propeller_torque_kN,Turbine_exit_temperature_C,Compressor_inlet_temperature_C,Compressor_outlet_temperature_C,Turbine_exit_pressure_bar,Compressor_inlet_pressure_bar,Compressor_outlet_pressure_bar,Turbine_exhaust_gas_pressure_bar,Turbine_injecton_control_%,Fuel_mass_flow_kg/s,GT_kMc,GT_kMt
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,809.0,288.0,686.0,2.97,1.0,15.4,1.04,42.8,0.85,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,906.0,288.0,728.0,3.58,1.0,18.2,1.04,58.8,1.17,0.98,1.0
1.14,3.0,3680.0,1390.0,6640.0,10.0,10.0,555.0,288.0,562.0,1.23,1.0,6.7,1.02,4.06,0.19,0.98,0.98
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,592.0,288.0,581.0,1.39,1.0,7.59,1.02,12.6,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,647.0,288.0,607.0,1.66,1.0,9.04,1.02,17.5,0.35,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,715.0,288.0,638.0,2.09,1.0,11.2,1.03,25.6,0.51,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,778.0,4.54,1.0,23.0,1.05,90.1,1.78,0.98,0.98
1.14,3.0,4160.0,1390.0,6650.0,9.94,9.94,569.0,288.0,564.0,1.25,1.0,6.79,1.02,3.97,0.21,0.98,0.98
2.09,6.0,3230.0,1380.0,6760.0,28.7,28.7,511.0,288.0,560.0,1.22,1.0,6.61,1.02,2.02,0.14,0.98,0.98
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,591.0,288.0,581.0,1.39,1.0,7.58,1.02,12.5,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,646.0,288.0,607.0,1.66,1.0,9.03,1.02,17.5,0.35,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,714.0,288.0,638.0,2.09,1.0,11.2,1.03,25.6,0.51,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,783.0,288.0,669.0,2.51,1.0,13.4,1.03,34.9,0.69,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,930.0,288.0,732.0,3.6,1.0,18.7,1.04,61.1,1.21,0.98,0.98
1.14,3.0,4840.0,1390.0,6650.0,9.58,9.58,588.0,288.0,567.0,1.27,1.0,6.9,1.02,4.24,0.23,0.98,0.98
2.09,6.0,3470.0,1380.0,6770.0,29.4,29.4,517.0,288.0,561.0,1.23,1.0,6.65,1.02,0.33,0.14,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,713.0,288.0,638.0,2.09,1.0,11.2,1.03,25.5,0.51,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,832.0,288.0,690.0,2.98,1.0,15.7,1.04,44.6,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,929.0,288.0,732.0,3.6,1.0,18.7,1.04,61.0,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,778.0,4.53,1.0,23.0,1.05,89.9,1.78,0.98,0.98
1.14,3.0,5420.0,1380.0,6640.0,9.05,9.05,606.0,288.0,569.0,1.28,1.0,6.99,1.02,5.3,0.25,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,589.0,288.0,580.0,1.39,1.0,7.57,1.02,12.5,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,644.0,288.0,607.0,1.66,1.0,9.01,1.02,17.4,0.35,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,712.0,288.0,637.0,2.09,1.0,11.2,1.03,25.5,0.5,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,831.0,288.0,690.0,2.98,1.0,15.7,1.04,44.5,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,928.0,288.0,731.0,3.6,1.0,18.7,1.04,60.9,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,778.0,4.53,1.0,22.9,1.05,89.8,1.78,0.98,0.98
1.14,3.0,5670.0,1370.0,6640.0,8.48,8.48,616.0,288.0,569.0,1.29,1.0,7.02,1.02,10.9,0.27,0.98,0.98
2.09,6.0,3410.0,1380.0,6770.0,29.2,29.2,513.0,288.0,560.0,1.22,1.0,6.62,1.02,0.31,0.14,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,589.0,288.0,580.0,1.39,1.0,7.56,1.02,12.4,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,644.0,288.0,606.0,1.66,1.0,9.0,1.02,17.4,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,711.0,288.0,637.0,2.09,1.0,11.2,1.03,25.4,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,780.0,288.0,668.0,2.51,1.0,13.4,1.03,34.6,0.69,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,830.0,288.0,690.0,2.98,1.0,15.7,1.04,44.4,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,927.0,288.0,731.0,3.6,1.0,18.7,1.04,60.8,1.2,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1080.0,288.0,777.0,4.53,1.0,22.9,1.05,89.7,1.78,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,588.0,288.0,580.0,1.39,1.0,7.55,1.02,12.4,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,643.0,288.0,606.0,1.66,1.0,8.99,1.02,17.3,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,710.0,288.0,637.0,2.09,1.0,11.2,1.03,25.3,0.5,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,829.0,288.0,689.0,2.98,1.0,15.7,1.04,44.4,0.88,0.98,0.98
1.14,3.0,4000.0,1330.0,6620.0,6.65,6.65,577.0,288.0,562.0,1.23,1.0,6.68,1.02,24.5,0.23,0.98,0.98
2.09,6.0,3740.0,1390.0,6780.0,30.1,30.1,521.0,288.0,562.0,1.24,1.0,6.68,1.02,0.0,0.15,0.98,0.98
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,587.0,288.0,580.0,1.39,1.0,7.54,1.02,12.4,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,642.0,288.0,606.0,1.66,1.0,8.98,1.02,17.3,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,709.0,288.0,637.0,2.09,1.0,11.2,1.03,25.3,0.5,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1080.0,288.0,777.0,4.53,1.0,22.8,1.05,89.5,1.77,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,708.0,288.0,637.0,2.09,1.0,11.2,1.03,25.2,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,776.0,288.0,667.0,2.51,1.0,13.3,1.03,34.4,0.68,0.98,0.98
1.14,3.0,1610.0,1340.0,6620.0,6.72,6.72,502.0,288.0,551.0,1.15,1.0,6.21,1.02,19.5,0.14,0.98,0.98
2.09,6.0,4010.0,1390.0,6790.0,30.6,30.6,527.0,288.0,563.0,1.25,1.0,6.72,1.02,0.0,0.16,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,707.0,288.0,636.0,2.09,1.0,11.2,1.03,25.2,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,775.0,288.0,667.0,2.51,1.0,13.3,1.03,34.4,0.68,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,826.0,288.0,689.0,2.98,1.0,15.6,1.04,44.1,0.87,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,777.0,4.53,1.0,22.8,1.05,89.3,1.77,0.98,0.98
1.14,3.0,1080.0,1340.0,6630.0,7.18,7.18,479.0,288.0,548.0,1.13,1.0,6.08,1.02,13.6,0.11,0.98,0.98
2.09,6.0,4060.0,1390.0,6790.0,30.7,30.7,528.0,288.0,563.0,1.25,1.0,6.72,1.02,0.0,0.16,0.98,0.98
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,585.0,288.0,580.0,1.39,1.0,7.52,1.02,12.3,0.24,0.98,0.98
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,639.0,288.0,606.0,1.66,1.0,8.96,1.02,17.2,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,706.0,288.0,636.0,2.09,1.0,11.1,1.03,25.1,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,774.0,288.0,667.0,2.51,1.0,13.3,1.03,34.3,0.68,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,825.0,288.0,689.0,2.98,1.0,15.6,1.04,44.0,0.87,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,922.0,288.0,730.0,3.59,1.0,18.5,1.04,60.3,1.2,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,777.0,4.53,1.0,22.8,1.05,89.2,1.77,0.98,0.98
1.14,3.0,923.0,1360.0,6640.0,7.79,7.79,467.0,288.0,547.0,1.12,1.0,6.04,1.02,6.53,0.09,0.98,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,705.0,288.0,636.0,2.09,1.0,11.1,1.03,25.1,0.5,0.98,0.99
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,773.0,288.0,667.0,2.51,1.0,13.3,1.03,34.2,0.68,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,823.0,288.0,689.0,2.98,1.0,15.6,1.04,44.0,0.87,0.98,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,921.0,288.0,730.0,3.59,1.0,18.5,1.04,60.2,1.19,0.98,0.99
1.14,3.0,1260.0,1380.0,6660.0,9.06,9.06,473.0,288.0,549.0,1.14,1.0,6.12,1.02,1.5,0.1,0.98,0.99
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,637.0,288.0,605.0,1.66,1.0,8.94,1.02,17.1,0.34,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,772.0,288.0,666.0,2.51,1.0,13.3,1.03,34.1,0.68,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,822.0,288.0,688.0,2.98,1.0,15.6,1.04,43.9,0.87,0.98,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,920.0,288.0,730.0,3.59,1.0,18.5,1.04,60.1,1.19,0.98,0.99
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.7,1.05,89.0,1.76,0.98,0.99
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,582.0,288.0,579.0,1.39,1.0,7.5,1.02,12.2,0.24,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,703.0,288.0,636.0,2.09,1.0,11.1,1.03,25.0,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,771.0,288.0,666.0,2.51,1.0,13.2,1.03,34.1,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,821.0,288.0,688.0,2.98,1.0,15.6,1.04,43.8,0.87,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,919.0,288.0,730.0,3.59,1.0,18.5,1.04,60.1,1.19,0.98,0.99
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.7,1.05,88.9,1.76,0.98,0.99
2.09,6.0,4890.0,1390.0,6800.0,31.5,31.5,548.0,288.0,566.0,1.28,1.0,6.86,1.02,0.0,0.18,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,770.0,288.0,666.0,2.51,1.0,13.2,1.03,34.0,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,820.0,288.0,688.0,2.98,1.0,15.6,1.04,43.7,0.87,0.98,0.99
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.7,1.05,88.8,1.76,0.98,0.99
4.16,12.0,14700.0,1550.0,7750.0,114.0,114.0,635.0,288.0,605.0,1.66,1.0,8.91,1.02,16.9,0.34,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,769.0,288.0,666.0,2.51,1.0,13.2,1.03,33.9,0.67,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,917.0,288.0,730.0,3.59,1.0,18.4,1.04,59.9,1.19,0.98,0.99
1.14,3.0,6100.0,1330.0,6640.0,6.52,6.52,628.0,288.0,569.0,1.29,1.0,6.98,1.02,25.8,0.3,0.98,0.99
2.09,6.0,5110.0,1390.0,6810.0,31.6,31.6,553.0,288.0,566.0,1.28,1.0,6.88,1.02,0.0,0.19,0.98,0.99
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,580.0,288.0,579.0,1.39,1.0,7.48,1.02,12.1,0.24,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,767.0,288.0,665.0,2.51,1.0,13.2,1.03,33.9,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,818.0,288.0,688.0,2.98,1.0,15.5,1.04,43.6,0.86,0.98,0.99
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.6,1.05,88.5,1.75,0.98,0.99
1.14,3.0,1830.0,1320.0,6630.0,5.67,5.67,511.0,288.0,551.0,1.15,1.0,6.2,1.02,27.7,0.16,0.98,0.99
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,579.0,288.0,578.0,1.39,1.0,7.47,1.02,12.0,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7750.0,114.0,114.0,633.0,288.0,605.0,1.66,1.0,8.89,1.02,16.9,0.33,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,700.0,288.0,635.0,2.08,1.0,11.1,1.03,24.7,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,766.0,288.0,665.0,2.51,1.0,13.2,1.03,33.8,0.67,0.98,0.99
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.6,1.05,88.4,1.75,0.98,0.99
1.14,3.0,623.0,1330.0,6640.0,6.54,6.54,462.0,288.0,544.0,1.11,1.0,5.94,1.02,16.1,0.1,0.98,0.99
2.09,6.0,5460.0,1390.0,6810.0,31.5,31.5,561.0,288.0,567.0,1.29,1.0,6.93,1.02,0.0,0.2,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,699.0,288.0,635.0,2.08,1.0,11.1,1.03,24.7,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,765.0,288.0,665.0,2.51,1.0,13.2,1.03,33.7,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,816.0,288.0,687.0,2.97,1.0,15.5,1.04,43.4,0.86,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,913.0,288.0,729.0,3.59,1.0,18.4,1.04,59.6,1.18,0.98,0.99
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,631.0,288.0,604.0,1.66,1.0,8.87,1.02,16.8,0.33,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,698.0,288.0,635.0,2.08,1.0,11.0,1.03,24.6,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,764.0,288.0,665.0,2.51,1.0,13.2,1.03,33.6,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,815.0,288.0,687.0,2.97,1.0,15.5,1.04,43.3,0.86,0.98,0.99
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.52,1.0,22.5,1.05,88.2,1.75,0.98,0.99
1.14,3.0,1050.0,1380.0,6680.0,8.93,8.93,461.0,288.0,546.0,1.13,1.0,6.02,1.02,0.0,0.08,0.98,0.99
2.09,6.0,5910.0,1390.0,6820.0,31.2,31.2,571.0,288.0,569.0,1.31,1.0,7.0,1.02,0.0,0.22,0.98,0.99
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,577.0,288.0,578.0,1.39,1.0,7.45,1.02,11.9,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,631.0,288.0,604.0,1.66,1.0,8.87,1.02,16.7,0.33,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,697.0,288.0,635.0,2.08,1.0,11.0,1.03,24.6,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,763.0,288.0,665.0,2.51,1.0,13.2,1.03,33.6,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,814.0,288.0,687.0,2.97,1.0,15.5,1.04,43.2,0.86,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,911.0,288.0,729.0,3.58,1.0,18.3,1.04,59.4,1.18,0.98,0.99
2.09,6.0,5990.0,1390.0,6820.0,31.1,31.1,573.0,288.0,569.0,1.31,1.0,7.01,1.02,0.0,0.22,0.98,1.0
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,576.0,288.0,578.0,1.39,1.0,7.44,1.02,11.9,0.24,0.98,1.0
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,630.0,288.0,604.0,1.66,1.0,8.86,1.02,16.7,0.33,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,813.0,288.0,687.0,2.97,1.0,15.4,1.04,43.2,0.86,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,910.0,288.0,729.0,3.58,1.0,18.3,1.04,59.3,1.17,0.98,1.0
1.14,3.0,2820.0,1410.0,6710.0,11.1,11.1,511.0,288.0,556.0,1.2,1.0,6.42,1.02,0.0,0.14,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,575.0,288.0,578.0,1.39,1.0,7.44,1.02,11.9,0.24,0.98,1.0
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,629.0,288.0,604.0,1.66,1.0,8.85,1.02,16.7,0.33,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,761.0,288.0,664.0,2.51,1.0,13.1,1.03,33.5,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,812.0,288.0,687.0,2.97,1.0,15.4,1.04,43.1,0.85,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,909.0,288.0,728.0,3.58,1.0,18.3,1.04,59.2,1.17,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,87.9,1.74,0.98,1.0
1.14,3.0,3970.0,1410.0,6710.0,11.3,11.3,544.0,288.0,561.0,1.24,1.0,6.63,1.02,0.0,0.18,0.98,1.0
2.09,6.0,6360.0,1390.0,6820.0,30.5,30.5,582.0,288.0,570.0,1.32,1.0,7.06,1.02,1.03,0.23,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,574.0,288.0,578.0,1.39,1.0,7.43,1.02,11.8,0.23,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,628.0,288.0,604.0,1.66,1.0,8.84,1.02,16.6,0.33,0.98,1.0
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,694.0,288.0,634.0,2.08,1.0,11.0,1.03,24.4,0.48,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,760.0,288.0,664.0,2.51,1.0,13.1,1.03,33.4,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,811.0,288.0,687.0,2.97,1.0,15.4,1.04,43.0,0.85,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,908.0,288.0,728.0,3.58,1.0,18.3,1.04,59.1,1.17,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,87.8,1.74,0.98,1.0
2.09,6.0,6470.0,1390.0,6820.0,30.3,30.3,585.0,288.0,570.0,1.32,1.0,7.06,1.02,2.24,0.24,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,627.0,288.0,603.0,1.66,1.0,8.83,1.02,16.6,0.33,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,759.0,288.0,664.0,2.51,1.0,13.1,1.03,33.3,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,810.0,288.0,686.0,2.97,1.0,15.4,1.04,42.9,0.85,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,87.7,1.74,0.98,1.0
1.14,3.0,6880.0,1380.0,6700.0,9.17,9.17,627.0,288.0,571.0,1.33,1.0,7.1,1.02,1.34,0.29,0.98,1.0
2.09,6.0,6440.0,1390.0,6830.0,30.3,30.3,583.0,288.0,570.0,1.32,1.0,7.05,1.02,1.74,0.23,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,573.0,288.0,577.0,1.39,1.0,7.42,1.02,11.8,0.23,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,626.0,288.0,603.0,1.66,1.0,8.82,1.02,16.5,0.33,0.98,1.0
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,692.0,288.0,634.0,2.08,1.0,11.0,1.03,24.3,0.48,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,810.0,288.0,686.0,2.97,1.0,15.4,1.04,42.8,0.85,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,906.0,288.0,728.0,3.58,1.0,18.2,1.04,58.9,1.17,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,774.0,4.51,1.0,22.4,1.05,87.6,1.73,0.98,1.0
1.14,3.0,6800.0,1340.0,6670.0,7.05,7.05,634.0,288.0,570.0,1.31,1.0,7.04,1.02,21.0,0.31,0.98,1.0
2.09,6.0,6640.0,1380.0,6830.0,29.7,29.7,589.0,288.0,570.0,1.33,1.0,7.08,1.02,4.02,0.24,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,626.0,288.0,603.0,1.66,1.0,8.81,1.02,16.5,0.33,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,757.0,288.0,663.0,2.51,1.0,13.1,1.03,33.2,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,809.0,288.0,686.0,2.97,1.0,15.4,1.04,42.8,0.85,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,774.0,4.51,1.0,22.3,1.05,87.5,1.73,0.98,1.0
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,591.0,288.0,581.0,1.39,1.0,7.59,1.02,12.5,0.25,0.98,0.98
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,783.0,288.0,669.0,2.51,1.0,13.4,1.03,34.9,0.69,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,833.0,288.0,690.0,2.99,1.0,15.8,1.04,44.7,0.89,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,931.0,288.0,732.0,3.6,1.0,18.7,1.04,61.2,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,778.0,4.54,1.0,23.0,1.05,90.1,1.78,0.98,0.98
1.14,3.0,3970.0,1390.0,6640.0,9.94,9.94,563.0,288.0,563.0,1.24,1.0,6.75,1.02,4.11,0.2,0.98,0.98
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,590.0,288.0,580.0,1.39,1.0,7.58,1.02,12.5,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,646.0,288.0,607.0,1.66,1.0,9.03,1.02,17.5,0.35,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,713.0,288.0,638.0,2.09,1.0,11.2,1.03,25.6,0.51,0.98,0.98
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,782.0,288.0,668.0,2.51,1.0,13.4,1.03,34.8,0.69,0.98,0.98
1.14,3.0,4550.0,1390.0,6650.0,9.72,9.72,579.0,288.0,565.0,1.26,1.0,6.85,1.02,4.22,0.22,0.98,0.98
2.09,6.0,3420.0,1380.0,6770.0,29.3,29.3,515.0,288.0,561.0,1.22,1.0,6.63,1.02,0.22,0.14,0.98,0.98
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,645.0,288.0,607.0,1.66,1.0,9.02,1.02,17.4,0.35,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,831.0,288.0,690.0,2.98,1.0,15.8,1.04,44.6,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,929.0,288.0,731.0,3.6,1.0,18.7,1.04,61.0,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,777.0,4.54,1.0,23.0,1.05,89.8,1.78,0.98,0.98
1.14,3.0,5080.0,1380.0,6640.0,9.35,9.35,594.0,288.0,567.0,1.27,1.0,6.93,1.02,4.46,0.24,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,589.0,288.0,580.0,1.39,1.0,7.57,1.02,12.4,0.25,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,712.0,288.0,637.0,2.09,1.0,11.2,1.03,25.4,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,780.0,288.0,668.0,2.51,1.0,13.4,1.03,34.7,0.69,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,830.0,288.0,689.0,2.98,1.0,15.7,1.04,44.5,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,928.0,288.0,731.0,3.6,1.0,18.7,1.04,60.9,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,777.0,4.53,1.0,22.9,1.05,89.7,1.78,0.98,0.98
1.14,3.0,5550.0,1370.0,6640.0,8.71,8.71,610.0,288.0,569.0,1.29,1.0,7.0,1.02,8.68,0.26,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,643.0,288.0,606.0,1.66,1.0,9.0,1.02,17.4,0.34,0.98,0.98
